Year;PollutantID;Pollutant_Name;PlantID;Site;Easting;Northing;Operator;SectorID;Sector; Emission ;Unit;Country
2000;2;Carbon Dioxide as Carbon;12979;Guinevere;617649;395883;ConocoPhillips;3;Oil & gas exploration and production;58.05423255;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12979;Guinevere;617649;395883;ConocoPhillips;3;Oil & gas exploration and production;40.69784498;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12979;Guinevere;617649;395883;ConocoPhillips;3;Oil & gas exploration and production;57.31424937;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12979;Guinevere;617649;395883;ConocoPhillips;3;Oil & gas exploration and production;59.59702618;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12979;Guinevere;617649;395883;ConocoPhillips;3;Oil & gas exploration and production;70.20544529;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12987;Hutton;583709;1248126;Kerr-McGee North Sea (UK) Ltd;3;Oil & gas exploration and production;50158.62342;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12987;Hutton;583709;1248126;Kerr-McGee North Sea (UK) Ltd;3;Oil & gas exploration and production;46303.17248;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12987;Hutton;583709;1248126;Kerr-McGee North Sea (UK) Ltd;3;Oil & gas exploration and production;41853.86441;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12987;Hutton;583709;1248126;Kerr-McGee North Sea (UK) Ltd;3;Oil & gas exploration and production;50232.60382;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12988;Hyde;599402;439284;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;54.48603081;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12988;Hyde;599402;439284;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;9.47944621;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12988;Hyde;599402;439284;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;152.9702602;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12988;Hyde;599402;439284;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;45.03249065;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12988;Hyde;599402;439284;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;5.40E-02;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12990;Inde;700843;398028;Shell UK Exploration & Production;3;Oil & gas exploration and production;392.3408781;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12990;Inde;700843;398028;Shell UK Exploration & Production;3;Oil & gas exploration and production;19740.75245;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12990;Inde;700843;398028;Shell UK Exploration & Production;3;Oil & gas exploration and production;589.7203715;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12990;Inde;700843;398028;Shell UK Exploration & Production;3;Oil & gas exploration and production;11668.95266;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12990;Inde;700843;398028;Shell UK Exploration & Production;3;Oil & gas exploration and production;536.4277172;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12990;Inde;700843;398028;Shell UK Exploration & Production;3;Oil & gas exploration and production;4028.475387;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12990;Inde;700843;398028;Shell UK Exploration & Production;3;Oil & gas exploration and production;0.141818182;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12991;Jade;659563;781213;ConocoPhillips;3;Oil & gas exploration and production;408.4188322;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12991;Jade;659563;781213;ConocoPhillips;3;Oil & gas exploration and production;326.2709171;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12991;Jade;659563;781213;ConocoPhillips;3;Oil & gas exploration and production;373.0576444;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12995;Ketch;691139;472012;Shell UK Exploration & Production;3;Oil & gas exploration and production;500.0805197;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12995;Ketch;691139;472012;Shell UK Exploration & Production;3;Oil & gas exploration and production;3414.759042;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12995;Ketch;691139;472012;Shell UK Exploration & Production;3;Oil & gas exploration and production;8.18E-02;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;12998;Lancelot;624430;395660;Perenco UK Ltd;3;Oil & gas exploration and production;219.2086809;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;12998;Lancelot;624430;395660;Perenco UK Ltd;3;Oil & gas exploration and production;137.6672987;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;12998;Lancelot;624430;395660;Perenco UK Ltd;3;Oil & gas exploration and production;107.6777313;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;12998;Lancelot;624430;395660;Perenco UK Ltd;3;Oil & gas exploration and production;88.20289791;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;12998;Lancelot;624430;395660;Perenco UK Ltd;3;Oil & gas exploration and production;96.03745049;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;12998;Lancelot;624430;395660;Perenco UK Ltd;3;Oil & gas exploration and production;101.382631;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;12998;Lancelot;624430;395660;Perenco UK Ltd;3;Oil & gas exploration and production;93.94577925;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;13007;Mallory;615060;410091;ExxonMobil;3;Oil & gas exploration and production;17.25377242;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;13007;Mallory;615060;410091;ExxonMobil;3;Oil & gas exploration and production;45.67941633;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;13007;Mallory;615060;410091;ExxonMobil;3;Oil & gas exploration and production;49.00485425;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;13007;Mallory;615060;410091;ExxonMobil;3;Oil & gas exploration and production;41.14017624;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;13007;Mallory;615060;410091;ExxonMobil;3;Oil & gas exploration and production;50.97399165;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;13007;Mallory;615060;410091;ExxonMobil;3;Oil & gas exploration and production;44.88927622;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;13007;Mallory;615060;410091;ExxonMobil;3;Oil & gas exploration and production;47.50992338;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;13008;Markham;719379;452149;Venture;3;Oil & gas exploration and production;78793.95378;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;13008;Markham;719379;452149;Venture;3;Oil & gas exploration and production;152.720384;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;13008;Markham;719379;452149;Venture;3;Oil & gas exploration and production;182.7012118;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;13008;Markham;719379;452149;Venture;3;Oil & gas exploration and production;129.3362532;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;13008;Markham;719379;452149;Venture;3;Oil & gas exploration and production;114.8845617;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;13008;Markham;719379;452149;Venture;3;Oil & gas exploration and production;118.4129429;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;13008;Markham;719379;452149;Venture;3;Oil & gas exploration and production;161.9587643;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;13009;Windermere;712862;447806;RWE;3;Oil & gas exploration and production;0.62028705;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;13009;Windermere;712862;447806;RWE;3;Oil & gas exploration and production;5.68E-04;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;13009;Windermere;712862;447806;RWE;3;Oil & gas exploration and production;3.22E-02;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;13009;Windermere;712862;447806;RWE;3;Oil & gas exploration and production;0.019462377;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;13010;Maureen;619328;920910;Phillips Petroleum;3;Oil & gas exploration and production;38822.10415;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;13010;Maureen;619328;920910;Phillips Petroleum;3;Oil & gas exploration and production;24539.37017;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;13010;Maureen;619328;920910;Phillips Petroleum;3;Oil & gas exploration and production;8822.293588;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;13010;Maureen;619328;920910;Phillips Petroleum;3;Oil & gas exploration and production;1423.152138;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;13015;North Morecambe;291499;452518;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;19.83192232;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;13015;North Morecambe;291499;452518;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;25.39039477;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;13015;North Morecambe;291499;452518;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;9.826081949;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;13015;North Morecambe;291499;452518;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;10.32197494;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;13015;North Morecambe;291499;452518;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;11.52691244;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;13015;North Morecambe;291499;452518;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;9.559195995;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;13015;North Morecambe;291499;452518;Hydrocarbon Resources Ltd;3;Oil & gas exploration and production;9.872613196;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;13018;Neptune;584618;456738;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;25.118663;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;13018;Neptune;584618;456738;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;28.31522266;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;13018;Neptune;584618;456738;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;20.21875665;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;13018;Neptune;584618;456738;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;35.40338083;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;13018;Neptune;584618;456738;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;50.1554036;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;13023;North West Hutton;578535;1253715;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;66033.80239;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;13023;North West Hutton;578535;1253715;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;65435.61452;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;13023;North West Hutton;578535;1253715;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;30520.72433;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;13023;North West Hutton;578535;1253715;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;31657.6891;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;13023;North West Hutton;578535;1253715;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;17384.20523;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;13023;North West Hutton;578535;1253715;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;15033.60613;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;13023;North West Hutton;578535;1253715;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;3131.828232;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;13028;Pickerill;603900;409235;Perenco UK Ltd;3;Oil & gas exploration and production;200.1062276;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;13028;Pickerill;603900;409235;Perenco UK Ltd;3;Oil & gas exploration and production;89.54145261;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;13028;Pickerill;603900;409235;Perenco UK Ltd;3;Oil & gas exploration and production;80.48803881;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;13028;Pickerill;603900;409235;Perenco UK Ltd;3;Oil & gas exploration and production;57.06364769;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;13028;Pickerill;603900;409235;Perenco UK Ltd;3;Oil & gas exploration and production;6.18E-02;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;13028;Pickerill;603900;409235;Perenco UK Ltd;3;Oil & gas exploration and production;16.94295513;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;13028;Pickerill;603900;409235;Perenco UK Ltd;3;Oil & gas exploration and production;163.2139344;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;13031;Ravenspurn South;591795;464270;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;3.883541678;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;13031;Ravenspurn South;591795;464270;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;70.12773345;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;13031;Ravenspurn South;591795;464270;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;65.06774303;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;13031;Ravenspurn South;591795;464270;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;8.969281541;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;13031;Ravenspurn South;591795;464270;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;6.64E-03;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;13035;Schooner;664399;472788;Shell UK Exploration & Production;3;Oil & gas exploration and production;57.61621111;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;13035;Schooner;664399;472788;Shell UK Exploration & Production;3;Oil & gas exploration and production;6155.190232;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;13035;Schooner;664399;472788;Shell UK Exploration & Production;3;Oil & gas exploration and production;6027.959314;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;13035;Schooner;664399;472788;Shell UK Exploration & Production;3;Oil & gas exploration and production;13665.17703;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;13035;Schooner;664399;472788;Shell UK Exploration & Production;3;Oil & gas exploration and production;89.87523678;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;13035;Schooner;664399;472788;Shell UK Exploration & Production;3;Oil & gas exploration and production;3481.328279;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;13035;Schooner;664399;472788;Shell UK Exploration & Production;3;Oil & gas exploration and production;0.199090909;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;13041;West Sole;607272;428271;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;4714.784212;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;13041;West Sole;607272;428271;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;3511.990398;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;13041;West Sole;607272;428271;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;3211.355768;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;13041;West Sole;607272;428271;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;3803.536917;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;13041;West Sole;607272;428271;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;3971.928303;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;13041;West Sole;607272;428271;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;4060.347315;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;13041;West Sole;607272;428271;BP Exploration Operating Co Ltd;3;Oil & gas exploration and production;4039.060307;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;13048;Tyne;693628;515212;Perenco UK Ltd;3;Oil & gas exploration and production;449.2277211;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;13048;Tyne;693628;515212;Perenco UK Ltd;3;Oil & gas exploration and production;62.08067968;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;13048;Tyne;693628;515212;Perenco UK Ltd;3;Oil & gas exploration and production;49.64125214;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;13048;Tyne;693628;515212;Perenco UK Ltd;3;Oil & gas exploration and production;46.21981187;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;13048;Tyne;693628;515212;Perenco UK Ltd;3;Oil & gas exploration and production;0.095407063;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;13048;Tyne;693628;515212;Perenco UK Ltd;3;Oil & gas exploration and production;74.94302251;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;13048;Tyne;693628;515212;Perenco UK Ltd;3;Oil & gas exploration and production;62.27312836;Tonnes;Unallocated
1998;2;Carbon Dioxide as Carbon;40732;Caister Murdoch Platform;680000;487000;ConocoPhillips;3;Oil & gas exploration and production;119.0243894;Tonnes;Unallocated
1999;2;Carbon Dioxide as Carbon;40732;Caister Murdoch Platform;680000;487000;ConocoPhillips;3;Oil & gas exploration and production;44.17283818;Tonnes;Unallocated
2000;2;Carbon Dioxide as Carbon;40732;Caister Murdoch Platform;680000;487000;ConocoPhillips;3;Oil & gas exploration and production;60.87755585;Tonnes;Unallocated
2001;2;Carbon Dioxide as Carbon;40732;Caister Murdoch Platform;680000;487000;ConocoPhillips;3;Oil & gas exploration and production;62.730124;Tonnes;Unallocated
2002;2;Carbon Dioxide as Carbon;40732;Caister Murdoch Platform;680000;487000;ConocoPhillips;3;Oil & gas exploration and production;87.81850461;Tonnes;Unallocated
2003;2;Carbon Dioxide as Carbon;40732;Caister Murdoch Platform;680000;487000;ConocoPhillips;3;Oil & gas exploration and production;91.19303448;Tonnes;Unallocated
2004;2;Carbon Dioxide as Carbon;40732;Caister Murdoch Platform;680000;487000;ConocoPhillips;3;Oil & gas exploration and production;104.4266507;Tonnes;Unallocated
