jaar;nic;bedrijfsnaam;plaats;stof;emissie totaal;eenheid
2020;104520;Ecopark De Wierde;Heerenveen;Kooldioxide (CO2);2371097;kg
2020;104521;FrieslandCampina Wolvega;Wolvega;Kooldioxide (CO2);438759;kg
2020;104611;Adapa the Netherlands BV;Leek;Kooldioxide (CO2);2938050;kg
2020;104710;ESD-SIC BV;Farmsum;Kooldioxide (CO2);104393169;kg
2020;104756;Steenindustrie Strating BV;Oude Pekela;Kooldioxide (CO2);5436000;kg
2020;105001;ChemCom Industries BV;Farmsum;Kooldioxide (CO2);6021551;kg
2020;105004;Teijin Aramid B.V.;Farmsum;Kooldioxide (CO2);17779000;kg
2020;105007;FrieslandCampina Nederland B.V.;Marum;Kooldioxide (CO2);9170334;kg
2020;105016;Nobian Industrial Chemicals B.V. - SSC (Shared Service Center);Farmsum;Kooldioxide (CO2);2292985;kg
2020;105027;Kisuma Chemicals BV;Veendam;Kooldioxide (CO2);10392800;kg
2020;105029;Storteboom Foodgroup Kornhorn;Kornhorn;Kooldioxide (CO2);2725511;kg
2020;114001;Maxima-centrale;Lelystad;Kooldioxide (CO2);1789174395;kg
2020;114002;Vattenfall Power Generation B.V. (HWC Hogering/WKC Almere);Almere;Kooldioxide (CO2);4460116;kg
2020;114709;McCain Foods Holland BV (Lelystad);Lelystad;Kooldioxide (CO2);24250620;kg
2020;114711;Yakult Nederland BV;Almere;Kooldioxide (CO2);1496600;kg
2020;114720;Sonac Almere BV;Almere;Kooldioxide (CO2);4847691;kg
2020;114721;Alphen;Alphen;Kooldioxide (CO2);46814;kg
2020;114723;RWZI Harderwijk;Harderwijk;Kooldioxide (CO2);14055465;kg
2020;114724;RWZI Apeldoorn;Apeldoorn;Kooldioxide (CO2);17971092;kg
2020;114725;RWZI Ede;Ede;Kooldioxide (CO2);9801673;kg
2020;114726;RWZI Nieuwgraaf (Waterschap Rijn en IJssel);Duiven;Kooldioxide (CO2);8011056;kg
2020;114727;RWZI Nijmegen (Waterschap Rivierenland);Weurt;Kooldioxide (CO2);13371974;kg
2020;114728;RWZI Nieuwveer;Breda;Kooldioxide (CO2);13124469;kg
2020;114729;RWZI Aarle-Rixtel (Waterschap Aa en Maas);Aarle-Rixtel;Kooldioxide (CO2);8343886;kg
2020;114730;RWZI Eindhoven (Waterschap De Dommel);Eindhoven;Kooldioxide (CO2);13309553;kg
2020;114731;RWZI Utrecht (Hoogheemraadschap de Stichtse Rijnlanden);Utrecht;Kooldioxide (CO2);9086710;kg
2020;114732;RWZI Venlo;Venlo;Kooldioxide (CO2);10552337;kg
2020;114733;RWZI Hoensbroek;Hoensbroek;Kooldioxide (CO2);3657869;kg
2020;114734;RWZI Enschede;Enschede;Kooldioxide (CO2);8806560;kg
2020;114735;AWZI De Groote Lucht (Hoogheemraadschap van Delfland);Vlaardingen;Kooldioxide (CO2);4537990;kg
2020;114736;RWZI Dokhaven en Slibverwerkingsinstallatie Sluisjesdijk;Rotterdam;Kooldioxide (CO2);18215994;kg
2020;114737;AWZI Kralingseveer (Hoogheemraadschap van Schieland);Capelle aan den Ijssel;Kooldioxide (CO2);9596292;kg
2020;114740;RWZI Susteren;Susteren;Kooldioxide (CO2);15633976;kg
2020;114741;RWZI Amersfoort;Amersfoort;Kooldioxide (CO2);10102477;kg
2020;114743;RWZI Dinther (Waterschap Aa en Maas);Heeswijk-Dinther;Kooldioxide (CO2);8245948;kg
2020;114747;PeakShaver Maasvlakte;Maasvlakte Rotterdam;Kooldioxide (CO2);545304;kg
2020;114757;Eurogen CV;Botlek Rotterdam;Kooldioxide (CO2);193708089;kg
2020;114758;Farm Dairy BV;Lelystad;Kooldioxide (CO2);1760000;kg
2020;114767;AWZI Houtrust (Hoogheemraadschap van Delfland);'s-Gravenhage;Kooldioxide (CO2);10178159;kg
2020;114772;Fenner Dunlop Conveyor Belting;Drachten;Kooldioxide (CO2);3677000;kg
2020;114785;Smilde Foods BV(Heerenveen);Heerenveen;Kooldioxide (CO2);1552400;kg
2020;114802;Renewi Smink Amersfoort;Hoogland;Kooldioxide (CO2);4193294;kg
2020;114804;Vleeswarenfabriek Persoon BV;Lisse;Kooldioxide (CO2);690052;kg
2020;114814;Recycling Kombinatie REKO B.V.;Vondelingenplaat Rotterdam;Kooldioxide (CO2);19812639;kg
2020;115036;LyondellBasell Covestro Manufacturing Maasvlakte VOF;Maasvlakte Rotterdam;Kooldioxide (CO2);10685962;kg
2020;115037;Teijin Aramid BV (Arnhem);Arnhem;Kooldioxide (CO2);615899;kg
2020;115049;Holonite BV (Tholen);Tholen;Kooldioxide (CO2);106000;kg
2020;115063;Eagle Simrax BV;Kerkrade;Kooldioxide (CO2);183614;kg
2020;115066;Trespa International BV;Weert;Kooldioxide (CO2);22096225;kg
2020;115072;Seasun;Kapelle;Kooldioxide (CO2);34405325;kg
2020;115084;SVP Productie BV - Hulpwarmtecentrale 1;Purmerend;Kooldioxide (CO2);17651000;kg
2020;115085;Enecal Energy VOF;Botlek Rotterdam;Kooldioxide (CO2);202963000;kg
2020;115090;Trioworld Apeldoorn B.V.;Apeldoorn;Kooldioxide (CO2);862000;kg
2020;115143;FrieslandCampina Cheese BV (Leerdam);Leerdam;Kooldioxide (CO2);66800;kg
2020;115176;locatie Nauerna (Zaanstad);Assendelft;Kooldioxide (CO2);6475227;kg
2020;115180;apt Extrusions B.V.;Roermond;Kooldioxide (CO2);4211417;kg
2020;115181;EP NL Rijnmond 1 B.V.;Vondelingenplaat Rotterdam;Kooldioxide (CO2);1094728000;kg
2020;115184;RWZI Land van Cuijk (Waterschap Aa en Maas);Haps;Kooldioxide (CO2);5010193;kg
2020;115185;DOC Kaas (Zuivelpark);Hoogeveen;Kooldioxide (CO2);38728719;kg
2020;115186;Yara Vlaardingen BV;Vlaardingen;Kooldioxide (CO2);490489;kg
2020;200002;A. van de Groep en Zonen BV;Bunschoten-Spakenburg;Kooldioxide (CO2);3782089;kg
2020;200131;Hak BV;Giessen;Kooldioxide (CO2);7004876;kg
2020;200141;BV Steenfabriek Hedikhuizen;Heusden;Kooldioxide (CO2);15829000;kg
2020;200152;J.A. Ter Maten Pluimveebedrijf BV;Bunschoten-Spakenburg;Kooldioxide (CO2);217279;kg
2020;200188;Kriek Poedercoaten B.V.;Alphen aan den Rijn;Kooldioxide (CO2);390050;kg
2020;200228;Gouda Refractories BV;Gouda;Kooldioxide (CO2);11107000;kg
2020;200286;Wienerberger Steenfabriek Azewijn;Azewijn;Kooldioxide (CO2);17573363;kg
2020;200287;Steenfabriek Engels Helden BV;Panningen;Kooldioxide (CO2);20326576;kg
2020;200292;T. Boer & zn.;Nieuwerkerk aan den Ijssel;Kooldioxide (CO2);675000;kg
2020;200308;LOA VT;Almelo;Kooldioxide (CO2);136000;kg
2020;200312;Vloertegelfabriek Koninklijke Mosa BV;Maastricht;Kooldioxide (CO2);11118050;kg
2020;200314;Supply Point Cuijk BV;Katwijk;Kooldioxide (CO2);223340;kg
2020;200333;Wienerberger Steenfabriek Bemmel;Haalderen;Kooldioxide (CO2);5239637;kg
2020;200355;Dakpanfabriek Narvik Tegelen (Wienberger BV);Tegelen;Kooldioxide (CO2);8853912;kg
2020;200376;Wienerberger Dakpanfabriek Janssen-Dings;Tegelen;Kooldioxide (CO2);10739495;kg
2020;200377;Monier BV (Tegelen);Tegelen;Kooldioxide (CO2);11801000;kg
2020;200407;COATEX Netherlands BV;Moerdijk;Kooldioxide (CO2);611000;kg
2020;200420;Roba Metals B.V.;Farmsum;Kooldioxide (CO2);4447123;kg
2020;200436;Afvalberging Derde Merwedehaven;Dordrecht;Kooldioxide (CO2);4609310;kg
2020;200441;Amcor Specialty Cartons Brabant BV;Bergen op Zoom;Kooldioxide (CO2);909842;kg
2020;200450;Avri;Geldermalsen;Kooldioxide (CO2);507974;kg
2020;200451;Main B.V. (Jan van Riebeeckhavenweg);Amsterdam;Kooldioxide (CO2);46344;kg
2020;200480;Bostik Nederland B.V.;Roosendaal;Kooldioxide (CO2);1180000;kg
2020;200482;locatie Braambergen (Almere);Almere;Kooldioxide (CO2);1110188;kg
2020;200490;LOA Deege;Klundert;Kooldioxide (CO2);412983;kg
2020;200493;Attero B.V. locatie Bergen op Zoom (Kragge);Bergen op Zoom;Kooldioxide (CO2);4820691;kg
2020;200508;Uniper HWC Bezuidenhout-West;'s-Gravenhage;Kooldioxide (CO2);16556000;kg
2020;200512;ESA BV;Apeldoorn;Kooldioxide (CO2);672000;kg
2020;200516;Attero B.V.  locatie Montfort;Montfort;Kooldioxide (CO2);1861294;kg
2020;200518;Attero B.V. Locatie Weert;Weert;Kooldioxide (CO2);1043385;kg
2020;200520;Attero B.V. locatie Schinnen;Schinnen;Kooldioxide (CO2);1277139;kg
2020;200526;Exportslachterij Clazing BV;Zevenhuizen;Kooldioxide (CO2);2003000;kg
2020;200537;Cargill Cocao Aurora;Zaandam;Kooldioxide (CO2);14071000;kg
2020;200538;GMB BioEnergie Zutphen BV;Zutphen;Kooldioxide (CO2);32972066;kg
2020;200551;Heiploeg International BV;Zoutkamp;Kooldioxide (CO2);3115830;kg
2020;200557;Holland Malt B.V.;Eemshaven;Kooldioxide (CO2);30890068;kg
2020;200582;Südpack  Grootegast B.V.;Grootegast;Kooldioxide (CO2);3936000;kg
2020;200587;Martens Havenontvangstinstallatie Vlissingen BV;Nieuwdorp;Kooldioxide (CO2);70256;kg
2020;200610;Radboudumc & Radboud Universiteit Nijmegen;Nijmegen;Kooldioxide (CO2);13820100;kg
2020;200618;ROVA Afvalverwerkingslocatie Bovenveld;Rheezerveen;Kooldioxide (CO2);345915;kg
2020;200640;Exportslachterij J. Gosschalk & Zn. BV;Epe;Kooldioxide (CO2);2930000;kg
2020;200653;Saturn Petcare;Hattem;Kooldioxide (CO2);5350801;kg
2020;200664;Handelsonderneming A. Smit & Zoon BV;Amersfoort;Kooldioxide (CO2);1877167;kg
2020;200673;Mineralz Zweekhorst BV;Zevenaar;Kooldioxide (CO2);317148;kg
2020;200683;Theo Pouw Beheer BV;Utrecht;Kooldioxide (CO2);94735;kg
2020;200702;Renewi Nieuwegein;Nieuwegein;Kooldioxide (CO2);174773;kg
2020;200719;Wuppermann Staal Nederland BV;Moerdijk;Kooldioxide (CO2);2079800;kg
2020;200758;Lubrizol Advanced Materials Resins BV;Farmsum;Kooldioxide (CO2);280000;kg
2020;200781;FNsteel BV;Alblasserdam;Kooldioxide (CO2);14697000;kg
2020;201012;Renewi Nederland B.V. - Drachten-De Lier;Drachten;Kooldioxide (CO2);479499;kg
2020;201043;REMONDIS PMR B.V.;Moerdijk;Kooldioxide (CO2);1140000;kg
2020;201045;locatie Zeeasterweg (Lelystad);Lelystad;Kooldioxide (CO2);1480233;kg
2020;201055;Attero B.V. Locatie Haps;Haps;Kooldioxide (CO2);1568394;kg
2020;201151;Enrichment Technology Nederland BV;Almelo;Kooldioxide (CO2);1170000;kg
2020;201172;A. Smit & Zoon BV;Weesp;Kooldioxide (CO2);1263579;kg
2020;201189;Afvalverwerking Stainkoeln B.V.;Groningen;Kooldioxide (CO2);1362780;kg
2020;201203;Sortiva B.V.;Alkmaar;Kooldioxide (CO2);581953;kg
2020;201241;EMMTEC Services BV;Emmen;Kooldioxide (CO2);139082000;kg
2020;201303;locatie Wieringermeer (Middenmeer);Middenmeer;Kooldioxide (CO2);917235;kg
2020;201304;BMC Moerdijk BV;Moerdijk;Kooldioxide (CO2);351266297;kg
2020;201326;Aludyne Netherlands B.V.;Oss;Kooldioxide (CO2);3624550;kg
2020;201386;EP NL Sloe Centrale B.V. (Vlissingen);Ritthem;Kooldioxide (CO2);1798500000;kg
2020;201425;Afvalverwerking Vink B.V.;Barneveld;Kooldioxide (CO2);28020002;kg
2020;201503;Valtris AO Maastricht b.v. / Vynova AO Maastricht b.v.;Maastricht;Kooldioxide (CO2);3323112;kg
2020;201541;Olenex Edible Oils B.V.;Vondelingenplaat Rotterdam;Kooldioxide (CO2);11610000;kg
2020;201571;Vattenfall Warmte N.V. (HWC Duiven Westervoort);Westervoort;Kooldioxide (CO2);435973;kg
2020;201596;M&R Claushuis BV;Zeewolde;Kooldioxide (CO2);60164;kg
2020;201639;Solidus Solutions Board Oude Pekela;Oude Pekela;Kooldioxide (CO2);12489394;kg
2020;201986;Eneco HWC Kanaleneiland;Utrecht;Kooldioxide (CO2);11612;kg
2020;202140;Vitelco BV;'s-Hertogenbosch;Kooldioxide (CO2);1150000;kg
2020;202159;Fokker Aerospace BV;Papendrecht;Kooldioxide (CO2);4000000;kg
2020;202214;Greif Nederland BV;Europoort Rotterdam;Kooldioxide (CO2);3983627;kg
2020;202229;Bunge Loders Croklaan Rotterdam;Maasvlakte Rotterdam;Kooldioxide (CO2);15865000;kg
2020;202257;Accsys Technologies;Arnhem;Kooldioxide (CO2);4153295;kg
2020;202268;Eneco HWC Overvecht;Utrecht;Kooldioxide (CO2);243130;kg
2020;202298;Evonik Peroxide Netherlands B.V.;Farmsum;Kooldioxide (CO2);34219000;kg
2020;202380;Pluimveeverwerkingsbedrijf Jan van Ee BV;Stroe;Kooldioxide (CO2);1147954;kg
2020;202417;Compressorstation Noord Holland;Anna Paulowna;Kooldioxide (CO2);14648;kg
2020;202418;Eneco HWC Nicolaas Beetsstraat;Utrecht;Kooldioxide (CO2);828871;kg
2020;202419;Eneco HWC Nieuwegein;Nieuwegein;Kooldioxide (CO2);1453948;kg
2020;202578;Mars Food Europe CV;Oud-Beijerland;Kooldioxide (CO2);4181888;kg
2020;202597;Coatinc Groningen B.V.;Groningen;Kooldioxide (CO2);995000;kg
2020;202662;Pluimveeslachterij G.P. Remkes B.V.;Epe;Kooldioxide (CO2);789660;kg
2020;202692;adapa The Netherlands Amersfoort BV;Amersfoort;Kooldioxide (CO2);1605969;kg
2020;202746;Argent Energy;Amsterdam;Kooldioxide (CO2);27500000;kg
2020;202803;Avery Dennison Materials Nederland BV;Alphen aan den Rijn;Kooldioxide (CO2);1883000;kg
2020;202824;Eneco Merwedekanaal;Utrecht;Kooldioxide (CO2);200965416;kg
2020;202825;Eneco Lage Weide;Utrecht;Kooldioxide (CO2);582109834;kg
2020;202858;Grolsche Bierbrouwerij Nederland B.V.;Enschede;Kooldioxide (CO2);9354809;kg
2020;202863;Ruijtenberg Shipyard BV;Raamsdonksveer;Kooldioxide (CO2);0;kg
2020;202867;Vrije Universiteit Amsterdam;Amsterdam;Kooldioxide (CO2);29175693;kg
2020;202895;Lingezegen Energy B.V.;Bemmel;Kooldioxide (CO2);27718071;kg
2020;202902;GMB BioEnergie Tiel BV;Tiel;Kooldioxide (CO2);16135905;kg
2020;202926;Ulamo Coating B.V.;Ulft;Kooldioxide (CO2);1782149;kg
2020;202928;C & T Technics;Uden;Kooldioxide (CO2);400730;kg
2020;202935;Alblasserdam Yachtbuilding B.V. (Oceanco);Alblasserdam;Kooldioxide (CO2);742700;kg
2020;202962;IHC Sliedrecht Molendijk;Sliedrecht;Kooldioxide (CO2);380825;kg
2020;202990;Alco Energy Rotterdam;Europoort Rotterdam;Kooldioxide (CO2);328601389;kg
2020;202992;Viterra Botlek BV;Botlek Rotterdam;Kooldioxide (CO2);32744517;kg
2020;202999;Renewi Drachten - Stuurboord;Drachten;Kooldioxide (CO2);2958953;kg
2020;203083;Exploitatiemaatschappij J ter Horst BV;Varsseveld;Kooldioxide (CO2);117901;kg
2020;203086;JAZO Zevenaar BV;Zevenaar;Kooldioxide (CO2);132456;kg
2020;203155;Vattenfall Power Generation B.V. (HWC Almere Stad);Almere;Kooldioxide (CO2);446653;kg
2020;203159;Eco Fuels Netherlands B.V.;Eemshaven;Kooldioxide (CO2);4750000;kg
2020;203186;RWZI West;Amsterdam;Kooldioxide (CO2);13043191;kg
2020;203220;EEW Energy from Waste Delfzijl B.V.;Farmsum;Kooldioxide (CO2);825841974;kg
2020;203228;RWE Eemshaven Magnum B.V.;Eemshaven;Kooldioxide (CO2);2248105968;kg
2020;203273;RWE Eemshaven Holding II B.V.;Eemshaven;Kooldioxide (CO2);3034033729;kg
2020;203284;Steel Protection Oosterhout;Oosterhout;Kooldioxide (CO2);531451;kg
2020;203346;Inter-Che-M BV;Beuningen Gld;Kooldioxide (CO2);256970;kg
2020;203411;Pergen VOF;Pernis Rotterdam;Kooldioxide (CO2);1260578690;kg
2020;203416;IHC Krimpen;Krimpen aan den Ijssel;Kooldioxide (CO2);433889;kg
2020;203417;Van Rooi Meat BV (Helmond);Helmond;Kooldioxide (CO2);4058158;kg
2020;203438;Straalbedrijf A.J. den Breejen & Zonen BV;Dordrecht;Kooldioxide (CO2);49500;kg
2020;203496;Reststoffen Energie Centrale (REC);Harlingen;Kooldioxide (CO2);288840855;kg
2020;203505;EP NL Rijnmond 2 B.V.;Vondelingenplaat Rotterdam;Kooldioxide (CO2);832572000;kg
2020;203530;Teijin Aramid BV;Emmen;Kooldioxide (CO2);3718200;kg
2020;203587;Contitank B.V.;Delfzijl;Kooldioxide (CO2);675000;kg
2020;203589;Cerexagri BV;Vondelingenplaat Rotterdam;Kooldioxide (CO2);3927871;kg
2020;203590;Arkema B.V. location Rotterdam;Vondelingenplaat Rotterdam;Kooldioxide (CO2);4523945;kg
2020;203605;Kok Gorinchem BV;Gorinchem;Kooldioxide (CO2);829000;kg
2020;203651;Dutch Advanced Polyesters Emmen B.V.;Emmen;Kooldioxide (CO2);1270000;kg
2020;203738;Fokker Landing Gear;Helmond;Kooldioxide (CO2);710934;kg
2020;203785;Neste Netherlands B.V.;Maasvlakte Rotterdam;Kooldioxide (CO2);52189847;kg
2020;203825;Linde Gas Dieren;Dieren;Kooldioxide (CO2);543935;kg
2020;203843;Putman Recycling BV (Westervoort);Westervoort;Kooldioxide (CO2);1327069;kg
2020;203868;Cérélia Netherlands B.V.;Sliedrecht;Kooldioxide (CO2);5256274;kg
2020;203887;Noblesse Proteins BV;Wijster;Kooldioxide (CO2);1960668;kg
2020;204038;Keizersberg Diervoeders (Elsendorp);Elsendorp;Kooldioxide (CO2);6852;kg
2020;204042;locatie Brunssum (Brunssum);Brunssum;Kooldioxide (CO2);404190;kg
2020;204062;Intervet international BV;De Bilt;Kooldioxide (CO2);254001;kg
2020;204215;Enerco B.V.;Born;Kooldioxide (CO2);443843;kg
2020;204287;Global Food Group BV;Ospel;Kooldioxide (CO2);735738;kg
2020;204361;EcoFuels;Well L;Kooldioxide (CO2);11373255;kg
2020;204363;Vattenfall Warmte N.V. (HWC Schuytgraaf);Arnhem;Kooldioxide (CO2);341117;kg
2020;204395;Renewi Stadskanaal;Stadskanaal;Kooldioxide (CO2);779158;kg
2020;204488;Cumapol Emmen B.V.;Emmen;Kooldioxide (CO2);665000;kg
2020;204497;Summa petfood B.V.;Putten;Kooldioxide (CO2);304883;kg
2020;204522;Ondergrondse aardgasopslag Zuidwending;Veendam;Kooldioxide (CO2);2761283;kg
2020;204552;Gesloten stortplaats De Langenberg;Zelhem;Kooldioxide (CO2);797000;kg
2020;204556;Waterstromen Lichtenvoorde B.V.;Lichtenvoorde;Kooldioxide (CO2);6825690;kg
2020;204602;RWZI Soest;Soest;Kooldioxide (CO2);2592842;kg
2020;204609;Hoogweg Paprikakwekerijen BV;Luttelgeest;Kooldioxide (CO2);1038949;kg
2020;204617;Power Plant Rotterdam;Maasvlakte Rotterdam;Kooldioxide (CO2);17699701;kg
2020;204650;Ferdinand Zandbergen BV;Woudenberg;Kooldioxide (CO2);105006;kg
2020;204654;ENECOGEN V.O.F.;Europoort Rotterdam;Kooldioxide (CO2);1903267927;kg
2020;204692;Handelsonderneming Technivet Ermelo BV/Gerbuvet BV;Ermelo;Kooldioxide (CO2);1850753;kg
2020;204763;KH Dairy Sourcing BV;Coevorden;Kooldioxide (CO2);1108960;kg
2020;204851;Air Products HyCO 4 (Botlekweg);Botlek Rotterdam;Kooldioxide (CO2);612484429;kg
2020;204944;Eneco Bio Golden Raand C.V.;Farmsum;Kooldioxide (CO2);413256600;kg
2020;204957;WKC Ypenburg;'s-Gravenhage;Kooldioxide (CO2);34970658;kg
2020;205100;AVISTA OIL B.V.;Roosendaal;Kooldioxide (CO2);213911;kg
2020;205183;Van Merksteijn International B.V.;Almelo;Kooldioxide (CO2);8827127;kg
2020;205186;HWC Ypenburg;'s-Gravenhage;Kooldioxide (CO2);9176681;kg
2020;205221;Vendecs B.V.;Enschede;Kooldioxide (CO2);2472082;kg
2020;205256;DCL Corporation (NL) B.V.;Maastricht;Kooldioxide (CO2);3348179;kg
2020;205276;Diffutherm BV;Hapert;Kooldioxide (CO2);706230;kg
2020;205339;Veco Zuivel B.V.;Zeewolde;Kooldioxide (CO2);1070590;kg
2020;205470;BES Exploitatie BV;Sittard;Kooldioxide (CO2);30266000;kg
2020;205493;Euro Support Advanced Materials B.V.;Uden;Kooldioxide (CO2);1563575;kg
2020;205500;Aspen Oss B.V. (locatie Moleneind);Oss;Kooldioxide (CO2);8050000;kg
2020;205501;Aspen Oss B.V. (locatie De Geer);Oss;Kooldioxide (CO2);4725834;kg
2020;205503;MRC Plating Products B.V.;Zeewolde;Kooldioxide (CO2);204700;kg
2020;205568;Asfaltcentrale Gebr. Van der Lee V.O.F.;Lelystad;Kooldioxide (CO2);5012688;kg
2020;205588;Van der Velden Schalkwijk;Schalkwijk;Kooldioxide (CO2);242105;kg
2020;205694;B.V. Esbro;Wehl;Kooldioxide (CO2);1691581;kg
2020;205802;Empyro B.V.;Hengelo;Kooldioxide (CO2);24167920;kg
2020;205844;Green Box Computing B.V.;Eemshaven;Kooldioxide (CO2);177000;kg
2020;205876;Hartog Containers B.V.;Amersfoort;Kooldioxide (CO2);243148;kg
2020;205961;Chamlon B.V.;Ootmarsum;Kooldioxide (CO2);181602;kg
2020;205962;Gesloten stortplaats De Keyenberg;Wageningen;Kooldioxide (CO2);350000;kg
2020;205965;Amsterdam Meat Company Ameco BV;Apeldoorn;Kooldioxide (CO2);687000;kg
2020;205998;Koster Keunen Holland B.V.;Bladel;Kooldioxide (CO2);424900;kg
2020;206010;Reststoffen Bewerkingsinstallatie;Farmsum;Kooldioxide (CO2);104849;kg
2020;206040;Groen Gas Gelderland B.V.;Bemmel;Kooldioxide (CO2);7067000;kg
2020;206149;Stinoil Holding B.V.;Veendam;Kooldioxide (CO2);803000;kg
2020;206160;Greenergy Biofuels Amsterdam B.V.;Amsterdam;Kooldioxide (CO2);5240000;kg
2020;220121;Hoogheemraadschap Hollands Noorderkwartier RWZI Alkmaar;Alkmaar;Kooldioxide (CO2);1427500;kg
2020;220124;AWZI Almere;Almere;Kooldioxide (CO2);6782832;kg
2020;220129;RWZI Amstelveen (HH Amstel, Gooi en Vecht);Amstelveen;Kooldioxide (CO2);3443182;kg
2020;220131;RWZI Westpoort;Amsterdam;Kooldioxide (CO2);17248548;kg
2020;220133;RWZI Arnhem-Zuid;Arnhem;Kooldioxide (CO2);10072573;kg
2020;220136;RWZI Asten (Waterschap Aa en Maas);Heusden;Kooldioxide (CO2);2720807;kg
2020;220138;RWZI Emmen;Nieuw-Amsterdam;Kooldioxide (CO2);6208377;kg
2020;220139;RWZI Bath;Rilland;Kooldioxide (CO2);17158921;kg
2020;220150;Hoogheemraadschap Hollands Noorderkwartier SDI/RWZI Beverwijk;Beverwijk;Kooldioxide (CO2);34929823;kg
2020;220188;Hoogheemraadschap Hollands Noorderkwartier RWZI Den Helder;Den Helder;Kooldioxide (CO2);2646284;kg
2020;220191;RWZI Deventer;Deventer;Kooldioxide (CO2);5481539;kg
2020;220200;RWZI Dongemond;Oosterhout;Kooldioxide (CO2);6167564;kg
2020;220201;RWZI Dordrecht;Dordrecht;Kooldioxide (CO2);4495950;kg
2020;220209;RWZI Echten;Hoogeveen;Kooldioxide (CO2);2884023;kg
2020;220213;RWZI Elburg;Elburg;Kooldioxide (CO2);4955100;kg
2020;220217;RWZI Etten;Terborg;Kooldioxide (CO2);18631196;kg
2020;220223;Hoogheemraadschap Hollands Noorderkwartier RWZI Geestmerambacht;Warmenhuizen;Kooldioxide (CO2);4025108;kg
2020;220236;AWZI Gouda;Gouda;Kooldioxide (CO2);2077683;kg
2020;220243;RWZI Haarlem-Waarderpolder;Haarlem;Kooldioxide (CO2);5728527;kg
2020;220263;RWZI Hellevoetsluis;Hellevoetsluis;Kooldioxide (CO2);1349868;kg
2020;220264;Rioolwaterzuiveringsinstallatie Hengelo;Hengelo;Kooldioxide (CO2);14511519;kg
2020;220276;RWZI Horstermeer (HH Amstel, Gooi en Vechtstreek);Nederhorst den Berg;Kooldioxide (CO2);5525596;kg
2020;220286;AWZI Katwijk;Katwijk;Kooldioxide (CO2);10496569;kg
2020;220297;RWZI Leeuwarden;Leeuwarden;Kooldioxide (CO2);6038629;kg
2020;220298;AWZI Leiden Noord;Leiden;Kooldioxide (CO2);3469484;kg
2020;220299;AWZI Leiden Zuidwest;Leiden;Kooldioxide (CO2);4524676;kg
2020;220301;AWZI Lelystad;Lelystad;Kooldioxide (CO2);2430422;kg
2020;220304;RWZI Maastricht-Limmel;Maastricht;Kooldioxide (CO2);3769720;kg
2020;220326;AWZI Nieuwe Waterweg;Hoek Van Holland;Kooldioxide (CO2);3478045;kg
2020;220328;RWZI Nieuwegein;Nieuwegein;Kooldioxide (CO2);5138181;kg
2020;220333;AWZI Tollebeek;Tollebeek;Kooldioxide (CO2);5574058;kg
2020;220364;RWZI Renkum;Renkum;Kooldioxide (CO2);2994696;kg
2020;220369;RWZI Rijen;Rijen;Kooldioxide (CO2);2049687;kg
2020;220376;Rioolwaterzuiveringsinstallatie (RWZI) Roermond;Roermond;Kooldioxide (CO2);5593678;kg
2020;220382;RWZI Schelluinen;Schelluinen;Kooldioxide (CO2);1747308;kg
2020;220387;RWZI Den Bosch (Waterschap Aa en Maas);'s-Hertogenbosch;Kooldioxide (CO2);12766086;kg
2020;220392;RWZI Sleeuwijk/Zuivering Sleeuwijk;Sleeuwijk;Kooldioxide (CO2);1758097;kg
2020;220410;RWZI Terneuzen;Terneuzen;Kooldioxide (CO2);2421309;kg
2020;220412;RWZI Terwolde;Terwolde;Kooldioxide (CO2);772074;kg
2020;220416;RWZI Tilburg Noord;Tilburg;Kooldioxide (CO2);19906100;kg
2020;220429;RWZI Veenendaal;Overberg;Kooldioxide (CO2);4845004;kg
2020;220432;RWZI Vinkel (Waterschap Aa en Maas);Vinkel;Kooldioxide (CO2);1492368;kg
2020;220443;RWZI Walcheren;Ritthem;Kooldioxide (CO2);5267155;kg
2020;220451;Hoogheemraadschap Hollands Noorderkwartier RWZI Wervershoof;Wervershoof;Kooldioxide (CO2);3790257;kg
2020;220460;RWZI Willem Annapolder;Kapelle;Kooldioxide (CO2);3227448;kg
2020;220469;Hoogheemraadschap Hollands Noorderkwartier RWZI Zaandam-Oost;Zaandam;Kooldioxide (CO2);3135544;kg
2020;220478;RWZI Zutphen;Zutphen;Kooldioxide (CO2);7660673;kg
2020;220481;RWZI Zwijndrecht;Zwijndrecht;Kooldioxide (CO2);4072585;kg
2020;220482;RWZI Zwolle;Zwolle;Kooldioxide (CO2);9000437;kg
2020;220500;RWZI Leidsche Rijn;Utrecht;Kooldioxide (CO2);2754154;kg
2020;220537;RWZI Harnaschpolder (Hoogheemraadschap van Delfland);Den Hoorn;Kooldioxide (CO2);26637072;kg
2021;59;Koninklijke Mosa BV Wandtegelfabriek & Vloertegelfabriek;Maastricht;Kooldioxide (CO2);19996112;kg
2021;60;Sappi Maastricht BV;Maastricht;Kooldioxide (CO2);168684191;kg
2021;62;Chemelot Site Permit BV;Geleen;Kooldioxide (CO2);3960320827;kg
2021;65;PQ Silicas BV;Eijsden;Kooldioxide (CO2);20987691;kg
2021;66;Marsna Paper B.V.;Meerssen;Kooldioxide (CO2);1850002;kg
