jaar;nic;bedrijfsnaam;plaats;stof;emissie totaal;eenheid
2008;19071;Shin-Etsu PVC BV (VCM Botlek);Botlek Rotterdam;Kooldioxide (CO2);87299950;kg
2008;19072;FrieslandCampina Nederland B.V.;Noordwijk;Kooldioxide (CO2);1229408;kg
2008;19073;Westlake Epoxy B.V.;Vondelingenplaat Rotterdam;Kooldioxide (CO2);37542812;kg
2008;21010;Sonneborn Refined Products BV (Amsterdam);Amsterdam;Kooldioxide (CO2);21684892;kg
2008;21011;Rütgers Resins B.V.;Uithoorn;Kooldioxide (CO2);23306000;kg
2008;21101;Ketjen Netherlands BV;Amsterdam;Kooldioxide (CO2);56877114;kg
2008;21102;ICL FERTILIZERS EUROPE C.V.;Amsterdam;Kooldioxide (CO2);11615069;kg
2008;21103;DSM Agro BV;Velsen-Noord;Kooldioxide (CO2);14256960;kg
2008;21301;LANXESS Manufacturing Netherlands BV;Amsterdam;Kooldioxide (CO2);4500360;kg
2008;21302;Abbott Healthcare Products BV (Weesp);Weesp;Kooldioxide (CO2);29474;kg
2008;21304;Givaudan Nederland B.V. (Naarden);Naarden;Kooldioxide (CO2);9698658;kg
2008;21403;Norit Nederland BV (Zaandam);Zaandam;Kooldioxide (CO2);39880084;kg
2008;21528;N.V. Nederlandse Gasunie (Wieringermeer);Middenmeer;Kooldioxide (CO2);3828028;kg
2008;21529;Gasunie Transport Services B.V.;Heemskerk;Kooldioxide (CO2);7722092;kg
2008;21530;OQ Chemicals Nederland BV;Amsterdam;Kooldioxide (CO2);1675642;kg
2008;22002;Campina BV (Heiloo);Heiloo;Kooldioxide (CO2);927348;kg
2008;22006;FrieslandCampina Nederland B.V. Lutjewinkel;Lutjewinkel;Kooldioxide (CO2);6787369;kg
2008;22008;Kaptein PCF;Oosthuizen;Kooldioxide (CO2);547899;kg
2008;22012;CONO Kaasmakers (Middenbeemster);Westbeemster;Kooldioxide (CO2);7052069;kg
2008;22602;Tate & Lyle Netherlands BV;Koog aan de Zaan;Kooldioxide (CO2);78893197;kg
2008;22617;Bunge Netherlands BV;Amsterdam;Kooldioxide (CO2);71977995;kg
2008;22626;Cargill BV (Multiseed);Amsterdam;Kooldioxide (CO2);31219966;kg
2008;23301;Tata Steel IJmuiden BV;Velsen-Noord;Kooldioxide (CO2);6457444311;kg
2008;24000;Vattenfall Power Generation B.V. (Hemweg);Amsterdam;Kooldioxide (CO2);3260020311;kg
2008;24002;Vattenfall Power Generation B.V. (Diemen);Diemen;Kooldioxide (CO2);614607083;kg
2008;24003;Vattenfall Power Generation B.V. (Velsen);Velsen-Noord;Kooldioxide (CO2);4288264019;kg
2008;24007;Nuon Power Generation BV Purmerend WKC;Purmerend;Kooldioxide (CO2);149503183;kg
2008;24302;Crown van Gelder International B.V.;Velsen-Noord;Kooldioxide (CO2);145652887;kg
2008;24601;Renolit Nederland BV;Enkhuizen;Kooldioxide (CO2);485158;kg
2008;24605;Forbo Flooring BV;Assendelft;Kooldioxide (CO2);15237210;kg
2008;24606;BN International BV;Huizen;Kooldioxide (CO2);8315000;kg
2008;24714;ENCI BV (IJmuiden);Velsen-Noord;Kooldioxide (CO2);24434066;kg
2008;28070;Alpha Assembly Solutions Netherlands BV;Naarden;Kooldioxide (CO2);1368368;kg
2008;28072;Quaker Chemical B.V. (A Quaker Houghton Company);Uithoorn;Kooldioxide (CO2);2322691;kg
2008;28085;AEB Amsterdam;Amsterdam;Kooldioxide (CO2);1197003640;kg
2008;28087;Schiphol Nederland BV;Schiphol;Kooldioxide (CO2);32778176;kg
2008;28091;HVC N.V.;Alkmaar;Kooldioxide (CO2);506779591;kg
2008;28097;A-ware Zaandam BV;Zaandam;Kooldioxide (CO2);280;kg
2008;28098;FrieslandCampina Limmen (Ecomel);Limmen;Kooldioxide (CO2);671905;kg
2008;28176;Vattenfall Power Generation B.V. (IJmond 1);Velsen-Noord;Kooldioxide (CO2);1989597296;kg
2008;28177;Shipdock BV;Amsterdam;Kooldioxide (CO2);295986;kg
2008;31311;CARBOGEN AMCIS B.V.;Veenendaal;Kooldioxide (CO2);2360506;kg
2008;31402;SC Johnson Europlant B.V.;Mijdrecht;Kooldioxide (CO2);3577428;kg
2008;34111;Lantor BV;Veenendaal;Kooldioxide (CO2);3121051;kg
2008;39103;Koninklijke ERU Kaasfabriek B.V.;Woerden;Kooldioxide (CO2);518934;kg
2008;39111;NEDAL Aluminium BV (Utrecht);Utrecht;Kooldioxide (CO2);2720545;kg
2008;41002;Sibelco Geertruidenberg;Geertruidenberg;Kooldioxide (CO2);1643918;kg
2008;41003;Shell Nederland Chemie BV (Moerdijk);Moerdijk;Kooldioxide (CO2);2573260770;kg
2008;41101;SABIC Innovative Plastics BV;Bergen op Zoom;Kooldioxide (CO2);467781928;kg
2008;41102;Allnex Netherlands B.V.;Bergen op Zoom;Kooldioxide (CO2);12405500;kg
2008;41103;Synthos Breda BV;Breda;Kooldioxide (CO2);9415474;kg
2008;41106;IFF Nederland BV;Tilburg;Kooldioxide (CO2);1416312;kg
2008;41108;Caldic Chemie Produktie BV;Zevenbergen;Kooldioxide (CO2);10224754;kg
2008;41307;Aspen Oss B.V.;Oss;Kooldioxide (CO2);30292605;kg
2008;41402;Trobas Gelatine B.V.;Dongen;Kooldioxide (CO2);7252863;kg
2008;41428;Covestro (Netherlands) B.V., vestiging Waalwijk;Waalwijk;Kooldioxide (CO2);4995060;kg
2008;41502;Ravenstein;Ravenstein;Kooldioxide (CO2);83211602;kg
2008;41521;Afvalstoffen Terminal Moerdijk BV (ATM);Moerdijk;Kooldioxide (CO2);255842456;kg
2008;42022;Nutricia Cuijk B.V.;Cuijk;Kooldioxide (CO2);9051980;kg
2008;42034;FrieslandCampina DMV B.V.;Veghel;Kooldioxide (CO2);112920711;kg
2008;42310;Cosun Beet Company-Dinteloord;Dinteloord;Kooldioxide (CO2);128078000;kg
2008;42313;Sensus Roosendaal & Sensus Zwolle;Roosendaal;Kooldioxide (CO2);12595504;kg
2008;42408;Swinkels Family Brewers N.V.;Lieshout;Kooldioxide (CO2);53538987;kg
2008;42629;Cargill BV;Bergen op Zoom;Kooldioxide (CO2);54332159;kg
2008;42834;Rendac Son BV;Son en Breugel;Kooldioxide (CO2);50248011;kg
2008;43002;Mannesmann Precision Tubes Netherlands BV;Helmond;Kooldioxide (CO2);3109618;kg
2008;43003;Tata Steel Nederland Tubes BV locatie Oosterhout;Oosterhout;Kooldioxide (CO2);11556498;kg
2008;43013;Nyrstar Budel BV;Budel-Dorplein;Kooldioxide (CO2);41793002;kg
2008;43403;DAF Trucks N.V.;Eindhoven;Kooldioxide (CO2);15995912;kg
2008;43511;Wartsila Netherlands BV;Drunen;Kooldioxide (CO2);3085937;kg
2008;43513;LDM b.v.;Drunen;Kooldioxide (CO2);1335515;kg
2008;43856;Hydro Extrusion Drunen;Drunen;Kooldioxide (CO2);11675578;kg
2008;44004;Amer Centrale;Geertruidenberg;Kooldioxide (CO2);4192280173;kg
2008;44005;Essent Energie Productie BV (Dongecentrale);Geertruidenberg;Kooldioxide (CO2);92028238;kg
2008;44006;RWZI Oijen (Waterschap Aa en Maas);Oijen;Kooldioxide (CO2);4892030;kg
2008;44007;PreZero Energy Roosendaal B.V.;Roosendaal;Kooldioxide (CO2);73854267;kg
2008;44009;BV Afvalverbranding Zuid Nederland (AZN);Moerdijk;Kooldioxide (CO2);683456537;kg
2008;44162;Vlisco Netherlands BV;Helmond;Kooldioxide (CO2);21322082;kg
2008;44171;Kon. Textielfabr. J.A. Raymakers & Co BV (veredeling);Helmond;Kooldioxide (CO2);7424;kg
2008;44772;Ardagh Glass Dongen BV;Dongen;Kooldioxide (CO2);91703989;kg
2008;44773;Saint Gobain Construction Products NL BV;Etten-Leur;Kooldioxide (CO2);57495854;kg
2008;45669;Caligen Europe BV;Breda;Kooldioxide (CO2);241560;kg
2008;45672;CurTec Nederland bv;Rijen;Kooldioxide (CO2);256804;kg
2008;47001;Slibverwerking Noord-Brabant NV;Moerdijk;Kooldioxide (CO2);144000000;kg
2008;48002;Unipol Holland BV;Oss;Kooldioxide (CO2);4496980;kg
2008;48018;FUJIFILM Manufacturing Europe B.V.;Tilburg;Kooldioxide (CO2);47810539;kg
2008;48020;CNC;Moerdijk;Kooldioxide (CO2);287887992;kg
2008;48022;Dr. W. Kolb Nederland BV;Klundert;Kooldioxide (CO2);1874968;kg
2008;48023;FrieslandCampina Rijkevoort (Holland Cheese);Rijkevoort;Kooldioxide (CO2);9755777;kg
2008;48024;Essity Operations Cuijk B.V.;Katwijk NB;Kooldioxide (CO2);20030156;kg
2008;48029;FrieslandCampina Eindhoven (Consumer Products Europe);Eindhoven;Kooldioxide (CO2);4652010;kg
2008;48031;FrieslandCampina Butter & Milkpowder - Den Bosch;'s-Hertogenbosch;Kooldioxide (CO2);3130506;kg
2008;48040;FrieslandCampina Tilburg (Holland Cheese);Tilburg;Kooldioxide (CO2);4310870;kg
2008;48051;KBM Master Alloys BV (Oss);Oss;Kooldioxide (CO2);786980;kg
2008;48055;Johan van den Acker Textielfabriek BV;Gemert;Kooldioxide (CO2);516002;kg
2008;48073;Nedzink BV;Budel-Dorplein;Kooldioxide (CO2);1125000;kg
2008;48147;Van Oerle Alberton BV (Boxtel);Boxtel;Kooldioxide (CO2);2048622;kg
2008;48156;Textielfabrieken H. van Puijenbroek BV;Goirle;Kooldioxide (CO2);3262866;kg
2008;49006;WKC Moerdijk;Moerdijk;Kooldioxide (CO2);666231490;kg
2008;49010;Basell Benelux B.V.;Moerdijk;Kooldioxide (CO2);7416000;kg
2008;49017;Merck Sharp & Dohme B.V.;Oss;Kooldioxide (CO2);5129342;kg
2008;49027;FrieslandCampina Nuenen;Nuenen;Kooldioxide (CO2);669791;kg
2008;49043;Albers Organic Minerals;Zeeland;Kooldioxide (CO2);1608822;kg
2008;51101;Synthomer Middelburg BV;Middelburg;Kooldioxide (CO2);44362776;kg
2008;51102;Rosier Nederland B.V.;Sas Van GEnt;Kooldioxide (CO2);20021700;kg
2008;51104;Dow Benelux BV (Hoek);Hoek;Kooldioxide (CO2);3136192848;kg
2008;51105;YARA Sluiskil BV;Sluiskil;Kooldioxide (CO2);2273384838;kg
2008;51107;ARKEMA B.V. location Vlissingen;Vlissingen;Kooldioxide (CO2);4421384;kg
2008;51404;ICL-IP Terneuzen BV;Terneuzen;Kooldioxide (CO2);17834504;kg
2008;51501;Zeeland Refinery N.V.;Nieuwdorp;Kooldioxide (CO2);1664533735;kg
2008;52612;Cargill Benelux BV;Sas Van GEnt;Kooldioxide (CO2);227099424;kg
2008;53129;Damen Schelde Naval Shipbuilding B.V. en Damen Shiprepair Vlissingen B.V.;Ritthem;Kooldioxide (CO2);2786378;kg
2008;53504;Zeeland Aluminium Company (Zalco BV);Vlissingen;Kooldioxide (CO2);362004563;kg
2008;54001;EPZ NV (Conventional Operations);Borssele;Kooldioxide (CO2);2022225000;kg
2008;56118;Stepan Nederland BV;Ritthem;Kooldioxide (CO2);1328936;kg
2008;56119;Decontamination Services BV;Ritthem;Kooldioxide (CO2);21092215;kg
2008;56121;ThermPhos International BV;Ritthem;Kooldioxide (CO2);254143000;kg
2008;56129;Fleuren Compost BV;Middelharnis;Kooldioxide (CO2);4970710;kg
2008;61302;N.V. Organon vergunning ingetrokken;Apeldoorn;Kooldioxide (CO2);1795406;kg
2008;61407;SABA Dinxperlo BV;Dinxperlo;Kooldioxide (CO2);406362;kg
2008;61411;Sonac Vuren BV;Vuren;Kooldioxide (CO2);11476816;kg
2008;61418;SACHEM Europe BV;Zaltbommel;Kooldioxide (CO2);3246880;kg
2008;61424;Veolia Industriediensten BV;Arnhem;Kooldioxide (CO2);115087051;kg
2008;61426;CP Kelco;Nijmegen;Kooldioxide (CO2);10591260;kg
2008;61517;Gasunie Zweekhorst;Zevenaar;Kooldioxide (CO2);3978195;kg
2008;62006;FrieslandCampina Cheese Varsseveld;Varsseveld;Kooldioxide (CO2);3168583;kg
2008;62009;FrieslandCampina Butter&Milkpowder (Lochem);Lochem;Kooldioxide (CO2);40577469;kg
2008;62010;Nestlé Nederland BV (Nunspeet);Nunspeet;Kooldioxide (CO2);14028443;kg
2008;62013;FrieslandCampina Steenderen;Steenderen;Kooldioxide (CO2);4164401;kg
2008;62025;FrieslandCampina (Borculo);Borculo;Kooldioxide (CO2);61153056;kg
2008;62031;Arla Foods BV;Nijkerk;Kooldioxide (CO2);12845947;kg
2008;62406;Riedel BV;Ede;Kooldioxide (CO2);4105561;kg
2008;63003;Corus Tubes Arnhem;Arnhem;Kooldioxide (CO2);1270490;kg
2008;63012;KME Netherlands B.V.;Zutphen;Kooldioxide (CO2);6608949;kg
2008;63504;Gieterij Doesburg BV;Doesburg;Kooldioxide (CO2);1534153;kg
2008;63505;Vulcanus Castings BV;Doetinchem;Kooldioxide (CO2);11988695;kg
2008;63508;Nijmeegsche IJzergieterij BV;Nijmegen;Kooldioxide (CO2);6136138;kg
2008;63509;LF Casting B.V.;Terborg;Kooldioxide (CO2);1295203;kg
2008;63601;Hydro Extrusion Harderwijk;Harderwijk;Kooldioxide (CO2);11232848;kg
2008;64001;Centrale Gelderland;Nijmegen;Kooldioxide (CO2);3285005716;kg
2008;64004;AVR Afvalverwerking BV (Duiven);Duiven;Kooldioxide (CO2);428554000;kg
2008;64005;ARN B.V.;Weurt;Kooldioxide (CO2);327540749;kg
2008;64304;Papierfabriek Doetinchem bv;Doetinchem;Kooldioxide (CO2);32341809;kg
2008;64307;Schut Papier B.V.;Heelsum;Kooldioxide (CO2);2680803;kg
2008;64308;Sappi Nijmegen BV/InnovioPapers;Nijmegen;Kooldioxide (CO2);80813000;kg
2008;64335;DS Smith De Hoop B.V.;Eerbeek;Kooldioxide (CO2);226731000;kg
2008;64345;Folding Boxboard Eerbeek bv;Eerbeek;Kooldioxide (CO2);52493586;kg
2008;64354;VHP Security Paper B.V.;Ugchelen;Kooldioxide (CO2);5592335;kg
2008;64360;Smurfit Westrock Parenco B.V.;Renkum;Kooldioxide (CO2);277601036;kg
2008;64633;Aquinos BV (Kesteren);Kesteren;Kooldioxide (CO2);1688148;kg
2008;64735;AGC Flatglass Nederland BV;Tiel;Kooldioxide (CO2);130416934;kg
2008;66201;Coldenhove Paper B.V.;Eerbeek;Kooldioxide (CO2);14981000;kg
2008;66206;TANATEX Chemicals BV;Ede;Kooldioxide (CO2);717976;kg
2008;66220;Smart Packaging Solutions B.V.;Loenen;Kooldioxide (CO2);12321403;kg
2008;66239;Mead Johnson B.V.;Nijmegen;Kooldioxide (CO2);7017381;kg
2008;66253;Stichting Mestverwerking Gelderland SMG (KGBI Stroe);Stroe;Kooldioxide (CO2);2500000;kg
2008;66323;Stichting Mestverwerking Gelderland SMG (KGBI Ede);Ede;Kooldioxide (CO2);2330000;kg
2008;66325;Stichting Mestverwerking Gelderland SMG (KGBI Elspeet);Elspeet;Kooldioxide (CO2);2020000;kg
2008;66326;Stichting Mestverwerking Gelderland SMG (KGBI Putten);Putten;Kooldioxide (CO2);2070000;kg
2008;66355;PFW Aroma ingredients bv;Barneveld;Kooldioxide (CO2);1026599;kg
2008;69007;Sealed Air B.V.;Nijmegen;Kooldioxide (CO2);156664;kg
2008;69033;Vika BV;Ede;Kooldioxide (CO2);1586805;kg
2008;71102;KLK Kolb Specialties B.V.;Delden;Kooldioxide (CO2);6068000;kg
2008;71103;Nouryon Functional Chemicals;Deventer;Kooldioxide (CO2);11310589;kg
2008;71105;Nobian Chemicals BV (Hengelo);Hengelo;Kooldioxide (CO2);408591000;kg
2008;71301;Abbott Biologicals B.V. (Olst);Olst;Kooldioxide (CO2);2027275;kg
2008;71514;Gasunie Vilsteren / Ommen;Vilsteren;Kooldioxide (CO2);18908326;kg
2008;72016;Royal Lactalis Leerdammer BV (Dalfsen);Dalfsen;Kooldioxide (CO2);4245852;kg
2008;72024;Ausnutria Kampen BV;Kampen;Kooldioxide (CO2);15597590;kg
2008;72027;Ausnutria Ommen B.V.;Ommen;Kooldioxide (CO2);2966463;kg
2008;73239;Scania Production Zwolle BV;Zwolle;Kooldioxide (CO2);2455167;kg
2008;74003;Centrale Harculo;Zwolle;Kooldioxide (CO2);444431334;kg
2008;74120;Ten Cate Protect B.V.;Nijverdal;Kooldioxide (CO2);4356089;kg
2008;74138;Ames Europe Enschede BV;Enschede;Kooldioxide (CO2);680577;kg
2008;74154;TenCate Outdoor Fabrics BV;Nijverdal;Kooldioxide (CO2);7253000;kg
2008;74174;Edel Carpets B.V.;Genemuiden;Kooldioxide (CO2);2997385;kg
2008;74302;Koninklijke Verpakkingsindustrie Stempher BV ( folie );Rijssen;Kooldioxide (CO2);0;kg
2008;74604;Apollo Vredestein BV;Enschede;Kooldioxide (CO2);16303016;kg
2008;74609;Dunlop Protective Footwear B.V.;Raalte;Kooldioxide (CO2);107700;kg
2008;74652;Krehalon B.V.;Deventer;Kooldioxide (CO2);1825964;kg
2008;75305;locatie Boeldershoek;Hengelo;Kooldioxide (CO2);430711402;kg
2008;75306;Van Heek textiles BV;Losser;Kooldioxide (CO2);2225000;kg
2008;75316;Faber Vlagproduktie BV;Markelo;Kooldioxide (CO2);1330613;kg
2008;75342;FrieslandCampina Balkbrug;Balkbrug;Kooldioxide (CO2);9868245;kg
2008;75349;CZ Rouveen kaasspecialiteiten;Rouveen;Kooldioxide (CO2);1707796;kg
2008;81104;DOC Kaas (Zuivelfabriek);Hoogeveen;Kooldioxide (CO2);16103888;kg
2008;81202;AOC Nederland BV (Schoonebeek);Zandpol;Kooldioxide (CO2);9150000;kg
2008;82002;FrieslandCampina Domo B.V. (Beilen);Beilen;Kooldioxide (CO2);54949981;kg
2008;82603;Avebe u.a. (Gasselternijveen);Gasselternijveen;Kooldioxide (CO2);83033404;kg
2008;83501;2 RG;Klazienaveen;Kooldioxide (CO2);9467791;kg
2008;84808;SOLIDUS SOLUTIONS Board B.V. Coevorden;Coevorden;Kooldioxide (CO2);22959969;kg
2008;84999;FrieslandCampina Kievit (Meppel);Meppel;Kooldioxide (CO2);18439468;kg
2008;85002;Attero BV;Wijster;Kooldioxide (CO2);497551338;kg
2008;85003;Envalior Engineering Materials B.V.;Emmen;Kooldioxide (CO2);4870023;kg
2008;91505;N.V. Nederlandse Gasunie - compressorstation Aldeboarn;Aldeboarn;Kooldioxide (CO2);720898;kg
2008;92001;FrieslandCampina Cheese Gerkesklooster;Gerkesklooster;Kooldioxide (CO2);18142815;kg
2008;92004;Hochwald Foods Nederland BV;Bolsward;Kooldioxide (CO2);6853961;kg
2008;92008;Phoenix BV;Scharsterbrug;Kooldioxide (CO2);14832377;kg
2008;92012;FrieslandCampina (Leeuwarden);Leeuwarden;Kooldioxide (CO2);70661205;kg
2008;92015;FrieslandCampina Dronrijp;Dronryp;Kooldioxide (CO2);15395249;kg
2008;92030;FrieslandCampina (Workum);Workum;Kooldioxide (CO2);19960814;kg
2008;92615;Sonac Burgum BV;Sumar;Kooldioxide (CO2);55680000;kg
2008;94003;Centrale Bergum;Burgum;Kooldioxide (CO2);867574000;kg
2008;94301;Huhtamaki Nederland B.V.;Franeker;Kooldioxide (CO2);14399240;kg
2008;94304;SCA Hygiene Products BV (Suameer);Sumar;Kooldioxide (CO2);2211009;kg
2008;94706;BASF Nederland B.V.;Heerenveen;Kooldioxide (CO2);13202400;kg
2008;101002;Henkel Nederland Operations B.V.;Scheemda;Kooldioxide (CO2);1245288;kg
2008;101103;BioMCN B.V.;Farmsum;Kooldioxide (CO2);111649043;kg
2008;101104;Dow Benelux B.V.;Delfzijl;Kooldioxide (CO2);11424063;kg
2008;101105;P.Q. Silicas B.V.;Winschoten;Kooldioxide (CO2);16549000;kg
2008;101108;Qemetica NL Silica bv;Delfzijl;Kooldioxide (CO2);35182000;kg
2008;101403;Reym Delfzijl;Delfzijl;Kooldioxide (CO2);9117421;kg
2008;101404;Delamine B.V.;Farmsum;Kooldioxide (CO2);1259413;kg
2008;101405;Electric Glass Fiber NL, B.V.;Westerbroek;Kooldioxide (CO2);42737434;kg
2008;101408;Nedmag B.V.;Veendam;Kooldioxide (CO2);93288915;kg
2008;101515;Gasunie Transport Services B.V. - compressorstation Spijk;Eemshaven;Kooldioxide (CO2);59296567;kg
2008;102001;FrieslandCampina Nederland B.V.;Bedum;Kooldioxide (CO2);24674188;kg
2008;102008;Plixxent B.V.;Foxhol;Kooldioxide (CO2);126383;kg
2008;102301;Suiker Unie (Groningen);Groningen;Kooldioxide (CO2);1338000;kg
2008;102302;Cosun Beet Company-Vierverlaten;Groningen;Kooldioxide (CO2);110843000;kg
2008;102615;Avebe b.a. (DWM Veendam);Veendam;Kooldioxide (CO2);4576333;kg
2008;102620;Coöperatie AVEBE U.A.;Ter Apelkanaal;Kooldioxide (CO2);158648997;kg
2008;102621;Avebe u.a. (Foxhol);Foxhol;Kooldioxide (CO2);45136057;kg
2008;103009;KBM Master Alloys B.V.;Delfzijl;Kooldioxide (CO2);2883226;kg
2008;103010;DAMCO Aluminium Delfzijl Coöperatie U.A.;Farmsum;Kooldioxide (CO2);194956947;kg
2008;104001;ENGIE Energie Nederland NV;Eemshaven;Kooldioxide (CO2);4277616000;kg
2008;104003;Delesto B.V.;Farmsum;Kooldioxide (CO2);1969524000;kg
2008;104302;Solidus Solutions Board Groningen-Hoogkerk;Groningen;Kooldioxide (CO2);25242000;kg
2008;104304;Eska B.V.;Hoogezand;Kooldioxide (CO2);66186174;kg
2008;104305;Eska B.V.;Sappemeer;Kooldioxide (CO2);37556401;kg
2008;104307;Solidus Board Bad Nieuweschans B.V.;Bad Nieuweschans;Kooldioxide (CO2);36436307;kg
2008;104511;Gasunie mengstation Kootstertille (FR);Kootstertille;Kooldioxide (CO2);25702;kg
2008;104521;FrieslandCampina Wolvega;Wolvega;Kooldioxide (CO2);809551;kg
2008;104527;Friese Ecologische Zuivel (Drachten);Drachten;Kooldioxide (CO2);218980;kg
2008;104710;ESD-SIC BV;Farmsum;Kooldioxide (CO2);145513394;kg
2008;105001;ChemCom Industries BV;Farmsum;Kooldioxide (CO2);6208200;kg
2008;105004;Teijin Aramid B.V.;Farmsum;Kooldioxide (CO2);23354000;kg
2008;105006;QEW Engineered Rubber B.V.;Hoogezand;Kooldioxide (CO2);515581;kg
2008;105007;FrieslandCampina Nederland B.V.;Marum;Kooldioxide (CO2);9997339;kg
2008;105014;Brunner Mond BV (inrichting bestaat niet meer);Farmsum;Kooldioxide (CO2);93595343;kg
2008;105016;Nobian Industrial Chemicals B.V. - SSC (Shared Service Center);Farmsum;Kooldioxide (CO2);1910639;kg
2008;105019;Friesland Foods Western Europe (Groningen);Groningen;Kooldioxide (CO2);700280;kg
2008;105027;Kisuma Chemicals BV;Veendam;Kooldioxide (CO2);12154851;kg
2008;114001;Maxima-centrale;Lelystad;Kooldioxide (CO2);39199975;kg
2008;114002;Vattenfall Power Generation B.V. (HWC Hogering/WKC Almere);Almere;Kooldioxide (CO2);346653947;kg
2008;114711;Yakult Nederland BV;Almere;Kooldioxide (CO2);1592863;kg
2008;114720;Sonac Almere BV;Almere;Kooldioxide (CO2);5185620;kg
2008;114721;Alphen;Alphen;Kooldioxide (CO2);31526;kg
2008;114722;Waterschap Noorderzijlvest - RWZI Garmerwolde;Garmerwolde;Kooldioxide (CO2);19270805;kg
2008;114725;RWZI Ede;Ede;Kooldioxide (CO2);5319310;kg
2008;114728;RWZI Nieuwveer;Breda;Kooldioxide (CO2);12694568;kg
2008;114729;RWZI Aarle-Rixtel (Waterschap Aa en Maas);Aarle-Rixtel;Kooldioxide (CO2);7605752;kg
2008;114731;RWZI Utrecht (Hoogheemraadschap de Stichtse Rijnlanden);Utrecht;Kooldioxide (CO2);16680252;kg
2008;114732;RWZI Venlo;Venlo;Kooldioxide (CO2);11253393;kg
2008;114733;RWZI Hoensbroek;Hoensbroek;Kooldioxide (CO2);7584797;kg
2008;114734;RWZI Enschede;Enschede;Kooldioxide (CO2);9287995;kg
2008;114735;AWZI De Groote Lucht (Hoogheemraadschap van Delfland);Vlaardingen;Kooldioxide (CO2);7936949;kg
2008;114736;RWZI Dokhaven en Slibverwerkingsinstallatie Sluisjesdijk;Rotterdam;Kooldioxide (CO2);12127559;kg
2008;114737;AWZI Kralingseveer (Hoogheemraadschap van Schieland);Capelle aan den Ijssel;Kooldioxide (CO2);8384286;kg
2008;114740;RWZI Susteren;Susteren;Kooldioxide (CO2);14107352;kg
2008;114741;RWZI Amersfoort;Amersfoort;Kooldioxide (CO2);7595728;kg
2008;114743;RWZI Dinther (Waterschap Aa en Maas);Heeswijk-Dinther;Kooldioxide (CO2);6528676;kg
2008;114744;Elsta P&U;Hoek;Kooldioxide (CO2);1709715800;kg
2008;114745;Komeco B.V.;Dronten;Kooldioxide (CO2);13801;kg
2008;114746;Luchthaven Lelystad NV;Lelystad;Kooldioxide (CO2);49787;kg
2008;114747;PeakShaver Maasvlakte;Maasvlakte Rotterdam;Kooldioxide (CO2);1943339;kg
2008;114750;Interface International BV;Scherpenzeel;Kooldioxide (CO2);2598711;kg
2008;114754;Tarkett lokatie Waalwijk;Waalwijk;Kooldioxide (CO2);1725000;kg
2008;114755;Synthomer Hasselt BV;Hasselt;Kooldioxide (CO2);21107;kg
2008;114757;Eurogen CV;Botlek Rotterdam;Kooldioxide (CO2);459935000;kg
2008;114761;A.C. ter Kuile BV;Enschede;Kooldioxide (CO2);306000;kg
2008;114762;Tapijtfabriek Intercarpet B.V.;Aalten;Kooldioxide (CO2);938106;kg
2008;114767;AWZI Houtrust (Hoogheemraadschap van Delfland);'s-Gravenhage;Kooldioxide (CO2);9241790;kg
2008;114771;Mauser Benelux BV;Oosterhout;Kooldioxide (CO2);86960;kg
2008;114772;Fenner Dunlop Conveyor Belting;Drachten;Kooldioxide (CO2);5154243;kg
2008;115026;Dokkumer Vlaggen Centrale BV;Dokkum;Kooldioxide (CO2);528913;kg
2008;115034;Maastricht Aachen Airport (MAA);Maastricht-Airport;Kooldioxide (CO2);755840;kg
2008;115036;LyondellBasell Covestro Manufacturing Maasvlakte VOF;Maasvlakte Rotterdam;Kooldioxide (CO2);12554892;kg
2008;115040;Bonar Plastics B.V.;Deventer;Kooldioxide (CO2);0;kg
2008;115042;Dyka;Steenwijk;Kooldioxide (CO2);532623;kg
2008;115044;EcoTherm B.V.;Winterswijk;Kooldioxide (CO2);2306000;kg
2008;115045;Primo Netherlands B.V.;Buitenpost;Kooldioxide (CO2);420181;kg
2008;115047;Helvoet Rubber & Plastic Technologies B.V.;Hellevoetsluis;Kooldioxide (CO2);1330669;kg
2008;115048;Carlisle Construction Materials BV;Kampen;Kooldioxide (CO2);484414;kg
2008;115049;Holonite BV (Tholen);Tholen;Kooldioxide (CO2);214168;kg
2008;115050;Holonite BV (Halsteren);Halsteren;Kooldioxide (CO2);96390;kg
